#mpa_vJun23_CHOCOPhlAnSGB_202403
clade_name	metaphlan_BIOME168077_S1	metaphlan_BIOME168081_S2	metaphlan_BIOME168093_S3	metaphlan_BIOME168302_S4	metaphlan_BIOME168314_S6	metaphlan_BIOME168318_S5	metaphlan_BIOME168326_S7	metaphlan_BIOME168631_S37	metaphlan_BIOME168635_S8	metaphlan_BIOME168639_S9	metaphlan_BIOME168643_S10	metaphlan_BIOME168647_S11	metaphlan_BIOME168651_S12	metaphlan_BIOME168655_S13	metaphlan_BIOME168667_S14	metaphlan_BIOME168671_S15	metaphlan_BIOME169177_S17	metaphlan_BIOME169181_S16	metaphlan_BIOME169201_S19	metaphlan_BIOME169205_S18	metaphlan_BIOME169225_S20	metaphlan_BIOME169229_S21	metaphlan_BIOME169624_S22	metaphlan_BIOME169628_S23	metaphlan_BIOME169715_S24	metaphlan_BIOME169719_S25	metaphlan_BIOME169727_S26	metaphlan_BIOME169731_S27	metaphlan_BIOME169735_S28	metaphlan_BIOME169739_S29	metaphlan_BIOME169763_S30	metaphlan_BIOME169767_S31	metaphlan_BIOME169832_S32	metaphlan_BIOME169848_S33	metaphlan_BIOME171068_S34	metaphlan_BIOME171072_S35	metaphlan_BIOME171096_S36	metaphlan_BIOME172176_S38	metaphlan_BIOME172196_S39	metaphlan_BIOME172200_S40	metaphlan_BIOME172204_S41	metaphlan_BIOME172208_S42	metaphlan_BIOME172212_S43	metaphlan_BIOME172216_S44	metaphlan_BIOME181988_S57	metaphlan_BIOME181992_S58	metaphlan_BIOME182044_S45	metaphlan_BIOME182048_S46	metaphlan_BIOME182052_S47	metaphlan_BIOME182060_S48	metaphlan_BIOME182064_S49	metaphlan_BIOME182068_S50	metaphlan_BIOME182072_S51	metaphlan_BIOME182743_S52	metaphlan_BIOME182751_S53	metaphlan_BIOME182755_S66	metaphlan_BIOME182759_S65	metaphlan_BIOME182763_S67	metaphlan_BIOME182767_S74	metaphlan_BIOME182783_S61	metaphlan_BIOME182787_S54	metaphlan_BIOME182791_S56	metaphlan_BIOME182795_S55	metaphlan_BIOME186176_S60	metaphlan_BIOME186180_S59	metaphlan_BIOME186184_S62	metaphlan_BIOME186317_S63	metaphlan_BIOME186321_S64	metaphlan_BIOME186337_S70	metaphlan_BIOME186341_S73	metaphlan_BIOME186345_S68	metaphlan_BIOME186349_S69	metaphlan_BIOME186357_S71	metaphlan_BIOME186361_S72	metaphlan_BIOME186365_S75	metaphlan_BIOME186381_S76	metaphlan_BIOME186385_S77
k__Bacteria|p__Firmicutes|c__CFGB9272|o__OFGB9272|f__FGB9272|g__GGB9296|s__GGB9296_SGB14253	0.03421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01052	0.0	0.0	0.0	0.0	0.00124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00417	0.0	0.0	0.0	0.00584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.02892	0.00801	0.0	0.0	0.0	0.0	0.0316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9786|s__GGB9786_SGB15409	0.03382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00831	0.0	0.0	0.0	0.18811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01648	0.0	0.08875	0.0	0.59883	0.0	0.01112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02836	0.0	0.0	0.02151	0.0	0.0	0.0	0.0	0.0	0.13977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9667|s__GGB9667_SGB15164	0.03206	0.18181	0.13483	0.00448	0.02034	0.0	0.0	0.02272	0.02518	0.0479	0.07003	0.0	0.0	0.0	0.0082	0.03108	0.03004	0.00733	0.0	0.0	0.0	0.0	0.0	0.00549	0.0	0.10519	0.0	0.12221	0.0	0.04536	0.0	0.25281	0.0	0.0	0.00159	0.0	0.0	0.0	0.04607	0.0	0.0	0.00936	0.00042	0.00121	0.05516	0.0	0.0	0.01023	0.02307	0.0	0.0071	0.0	0.0045	0.0	0.0	0.00025	0.01775	0.0	0.0	0.0033	0.00095	0.05821	0.0	0.0	0.02211	0.0	0.0	0.0	0.01176	0.03563	0.0	0.0	0.0	0.03348	0.0	0.03409	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium	0.03109	0.0034	0.0	0.0	0.0	0.02974	0.0	0.0	0.01662	0.00124	0.0	0.0	0.0	0.0	0.00896	0.0	0.0122	0.0	0.0	0.0	0.00207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00303	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158	0.0	0.0	0.00237	0.0	0.01579	0.0	0.00296	0.0	0.01625	0.00125	0.0	0.0	0.0	0.0	0.0	0.01048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.02931	0.0	0.05133	3.32898	0.0	0.0	0.01671	0.65571	0.07552	4.2667	0.11465	0.93624	0.0	0.0	0.0	1.41056	0.81992	0.0	0.30295	0.07615	0.05367	0.00097	0.35923	0.01898	2.91443	0.0	0.0	0.0	1.14045	0.92042	0.0	1.50221	8.68068	0.0	0.16883	0.61948	1.33479	0.12542	0.0	0.0	0.0	2.37154	0.21815	1.45187	0.55907	0.0	3.92465	8.19498	3.43173	0.0	5.10861	1.29302	0.0	38.48647	0.0	0.95577	1.97343	0.0	0.0	8.60628	5.92273	0.0	0.0	0.0	0.0	1.14867	0.0	0.0	0.0	1.28038	0.0	0.0	5.22912	0.45066	1.01043	1.25874	2.01885
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291|f__FGB79291|g__GGB9522|s__GGB9522_SGB14921	0.02916	0.01475	0.0	0.0	0.13179	0.0	0.08551	0.0	0.04767	0.01016	0.0	0.0	0.0	0.0	0.11223	0.01435	0.06737	0.0545	0.0	0.04315	0.09588	0.0	0.0	0.0	0.0	0.0	0.07534	0.05252	0.18626	0.0	0.0	0.0	0.0	0.0	0.02011	0.0	0.0	0.0	0.10567	0.0	0.0	0.0	0.18538	0.11807	0.0	0.0	0.06903	0.0	0.13241	0.0	0.0	0.0	0.0343	0.0	0.0	0.03638	0.05635	0.0	0.0	0.0569	0.0	0.10353	0.0	0.0	0.00093	0.0	0.04816	0.08063	0.23304	0.22639	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79245|o__OFGB79245|f__FGB79245|g__GGB3510|s__GGB3510_SGB4687	0.02895	0.09135	0.0	0.01852	0.0	0.0	0.01531	0.0	0.0	0.27338	0.0	0.0	0.0	0.0	0.0	0.05002	0.0	0.00176	0.0	0.0	0.04455	0.0	0.0	0.0	0.0	0.25598	0.0	0.0	0.0	0.07732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00668	0.0	0.00458	0.00032	0.01022	0.0	0.08129	0.01819	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	0.01524	0.0	0.0	0.0	0.0228	0.00645	0.03847	0.0	0.0	0.0	0.01371	0.0	0.0	0.00695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_sp_CLA_AA_H277	0.0287	0.224	0.0	0.02405	0.21892	0.04945	0.00432	0.0	0.04056	0.08152	0.01232	0.0	0.0	0.0	0.0	0.16148	0.0	0.28591	0.05934	0.0	0.08232	0.01781	0.0	0.05176	0.0	0.18603	0.02276	0.01959	0.20126	0.04794	0.0	0.0	0.0	0.13967	0.05919	0.0	0.17183	0.04501	0.0	0.61414	0.00676	0.0	0.49255	0.05824	0.97228	0.29281	0.00517	0.0	0.0	0.0	0.0	0.0	0.1148	0.21598	0.0	0.08608	0.0	0.0	0.0	0.0	0.0851	0.00453	0.08027	0.0	0.0	0.0	0.0	0.1628	0.0	0.0413	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB9302|s__GGB9302_SGB14263	0.02677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38352	0.02645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9641|s__GGB9641_SGB15117	0.02672	0.0	0.07822	0.0	0.00378	0.0	0.0	0.0	0.0	0.04789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07434	0.0	0.0	0.0	0.0001	0.0	0.05588	0.0	0.0	0.0	0.0	0.00061	0.07431	0.1004	0.0	0.11202	0.0	0.06847	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.11788	0.0	0.0	0.00399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00426	0.12205	0.0	0.0	0.0	0.01173	0.0	0.0	0.47149
k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB45495|s__GGB45495_SGB63167	0.02636	0.00385	0.0	0.0	0.0	0.0	0.06139	0.0	0.14274	0.0	0.0	0.0	0.0	0.0	0.08739	0.00816	0.00112	0.0	0.00089	0.01617	0.0	0.0	0.0	0.0	0.0	0.01302	0.0	0.0083	0.00033	0.01464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14349	0.0	0.0	0.0	0.0	0.0639	0.0	0.0	0.04122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00963	0.0	0.0	0.01351	0.10621	0.06404	0.17083	0.0	0.0	1.08365	0.0	0.19196	0.02797	0.37137	0.0042	0.0	0.04403	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3172|o__OFGB3172|f__FGB3172|g__GGB10692|s__GGB10692_SGB17347	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02323	0.0	0.0	0.0	0.0	0.0637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12504	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9760|s__GGB9760_SGB15373	0.02314	1.29423	0.0	0.31125	0.38956	1.36553	0.0	0.0	0.0	0.0	1.09693	0.17566	0.0	0.0	0.00148	0.43325	0.0	0.0	0.89014	0.50768	0.02834	0.81316	0.10742	0.0	0.0	0.40872	0.08541	0.07927	0.10861	0.10353	0.0	0.0	0.0	1.35056	0.18745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25227	0.01924	0.31279	0.0	0.0859	0.34824	0.0	0.0	0.0	0.09695	0.0306	0.0	0.0	0.22833	0.0	0.0	0.40604	0.0	0.27126	0.20965	0.0	0.71792	0.0	0.0	0.0	0.0	0.0	0.25775	0.0	0.00019	0.0	0.0	0.66676	0.0	0.0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_evryensis	0.02295	0.0	0.0	0.0	0.0	0.0	0.02088	0.0	0.08332	0.0	0.04688	0.0	0.0	0.0	0.0	0.00164	6.88922	0.0	0.0	0.01187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.25021	0.16541	0.25537	0.09838	0.1705	0.0	0.0	0.0	0.0	0.71644	0.0	1.33693	0.0	0.0	1.28407	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3475|s__GGB3475_SGB4638	0.02283	0.0	0.0	0.0	0.05763	0.0	0.00073	0.0	0.06616	0.0	0.0	0.0	0.0	0.0	0.35685	0.06395	0.49099	0.71363	0.0	0.25164	0.19892	0.0	0.0	0.0	0.0	0.01976	0.00496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07039	0.0	0.0	0.0	0.09767	0.0	0.0	0.0	0.0	0.20556	0.0	0.0	0.0	0.0	0.13077	0.0	0.0	0.0	0.0	0.0	0.0	0.70909	0.0	0.0	0.0	0.0	0.06135	0.20552	0.00139	0.0	0.0	0.0	0.02629	0.05618	0.12751	0.0	0.0	0.0	0.0	0.06291	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3619|s__GGB3619_SGB4894	0.0226	0.0	0.0	0.0	0.00278	0.0	0.0	0.0	0.00376	0.0	0.0	0.0	0.0	0.0	0.09177	0.00078	0.0	0.0	0.0	0.0	0.31522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04365	0.0	0.0	0.0	0.0	0.0	0.04839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.09259	0.09302	0.0	0.01122	0.0	0.0	0.0	0.03532	0.01675	0.1848	0.0	0.0	0.0	0.01356	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AF02_12	0.02246	0.0	0.0	0.0	0.0	0.0	0.0	0.00451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05891	0.16852	0.86735	0.0	0.0	0.0	0.0	5.07495	0.0	0.31587	0.00512	0.0	0.05175	0.0	0.0	0.0	0.0	0.58073	0.14179	0.00932	0.0	0.18128	0.0	0.04396	0.0	0.0	0.0	0.1982	0.0	1.33773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87467	0.0	0.42886	0.02342	0.00822	0.06874	0.0	0.0	0.01656	0.08917	0.0	0.12793	0.12484	0.0	0.0	0.78306	0.0	0.0	0.0	0.0	0.00914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	0.02137	0.14056	0.42988	0.01701	0.58924	0.35619	0.64969	0.54308	0.08421	0.02477	0.20383	0.02173	0.14412	0.03995	0.28431	0.04225	0.16418	0.08812	0.08239	1.04295	0.0176	0.0856	0.0	0.20247	1.59965	0.27001	0.15294	0.13512	0.21984	0.62934	1.25872	0.71279	0.6891	0.34329	0.017	0.16884	0.05118	0.04445	0.39039	0.21212	0.19682	0.10665	0.06678	0.67375	0.30363	0.02476	0.07168	0.15941	0.09134	0.65567	0.05833	0.05526	0.02638	0.19674	0.29246	0.01053	0.00147	0.17313	0.0588	0.0091	0.03343	0.36994	0.15028	0.01665	1.0711	0.92934	0.25201	0.01825	0.1561	0.1487	0.0	0.22869	0.6973	0.0072	0.57254	0.55385	0.88771
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB38744|s__GGB38744_SGB14842	0.01883	0.0494	0.0	0.00738	0.00852	0.0186	0.0942	0.06618	0.04118	0.01741	0.03626	0.0	0.16994	1.19024	0.00452	0.0	0.0199	0.21592	0.16067	0.04916	0.00098	0.0	0.0	0.0	4.91628	0.23928	0.0	0.0	0.0	0.01744	0.0	0.04213	0.0	0.02065	0.0	0.0	0.0	0.0355	0.05469	0.0	0.0242	0.0	0.0	0.02985	0.18678	0.0	0.03403	0.0	0.12233	0.0	0.03109	0.0	0.0	0.0	0.0	0.05282	0.0	0.08689	0.00815	0.05498	0.00315	0.0362	0.00806	0.0	0.03685	0.06939	0.00414	0.00297	0.02043	0.00311	0.0	0.01159	0.0	0.0	0.0	0.34788	0.10247
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB79097|s__GGB79097_SGB105802	0.01867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0253	0.0	0.0	0.0	0.0	0.0	0.0	0.02475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecicola	0.01844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40333	0.0	0.05831	0.0	0.0	0.0	0.0	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03329	0.62263	0.0	0.0	0.0	0.0	0.0	0.39925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium	0.01836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01086	0.01693	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei	0.01724	0.41434	0.00641	0.64897	2.0315	0.01378	0.0	0.10969	0.4484	1.44626	0.0	0.0	0.14979	0.0	0.09747	0.0	0.0	0.0	0.1567	0.22276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48643	0.0	0.0	0.0	0.0	0.0	0.0	0.84662	4.83972	0.0	0.0	0.0	0.0	0.00147	0.14713	0.09983	7.51926	0.08511	0.6354	0.87421	0.00911	0.0	0.0175	0.0	0.0	6.62025	0.0	0.0	0.01614	0.86588	0.0041	0.7403	0.0	1.5746	0.09504	0.30782	0.0898	2.62414	0.23499	0.1818	0.0	0.0	0.0	4.23431	9.65362	0.24814	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2930|o__OFGB2930|f__FGB2930|g__GGB9253|s__GGB9253_SGB14199	0.01716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627|s__GGB9627_SGB15081	0.01663	0.0	0.0	0.0	0.0	0.36703	0.0	0.0	0.0	0.0	0.0	0.15918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07874	0.00543	0.0	0.0	0.05779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03739	0.0	0.0	0.0	0.0	0.0	0.02427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB33544|s__GGB33544_SGB53490	0.0165	0.0	0.0	0.0	0.0	0.0	0.02937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01753	0.0	0.0	0.0	0.0	0.0	0.0	0.19835	0.0	0.42084	0.0	0.0	0.05631	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_senegalensis	0.01641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06653	0.04547	0.0	0.0	0.04655	4.2266	0.01498	0.00986	0.0	0.04233	0.08616	0.01443	0.23489	0.09373	0.0	0.00695	0.61886	0.19282	0.0	0.03272	0.0	0.0	0.10061	0.0	0.0	0.10372	0.04765	0.10528	0.02273	0.0	0.0	0.0	0.00756	0.0	0.00964	0.0	0.12702	0.01615	0.01465	0.00754	0.09975	0.0	0.0	0.0	0.0	0.0	0.02743	0.07654	0.0	0.0	0.0	0.00756	0.0	0.0132	0.0	0.0	0.03681	0.0	0.05614	0.08513	0.1087	0.0304	0.0	0.0898	0.03162	0.0005	0.0	0.14727	0.01862
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_timonensis	0.01621	0.02615	0.2664	0.0	0.25793	1.72632	0.52234	0.92956	0.53537	0.0	0.98538	0.19375	0.46486	0.0	0.0014	0.0	0.03226	0.21013	0.15577	0.80514	0.0	0.0	0.05737	0.27224	0.0	0.03005	0.05863	0.42988	0.02999	0.05246	0.22936	0.00413	0.16295	0.0	0.0	0.08322	0.0	0.85715	0.00129	0.0	1.13973	0.0	0.02854	0.00958	0.49657	0.0	0.01887	0.0	0.1666	0.0	0.25604	0.0	0.0	0.0	0.0	0.0	0.0	0.64463	0.08163	0.10165	0.0494	0.88646	0.00454	0.36203	0.0	0.0	0.01854	0.09206	0.26435	0.05817	0.0	0.19743	0.4933	0.00211	0.0	3.10439	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB4771	0.01543	0.09082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01467	0.0	0.0	0.0	0.0	0.00589	0.01484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_bilis	0.01501	0.0	0.0	0.0	0.0	0.0	0.01634	0.0	0.0	0.0	0.29158	0.0	0.0	0.0	0.00048	0.01618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01847	0.0	0.0	0.0	0.0	0.0	0.21839	0.00377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09782	0.00717	0.0	0.10909	0.0	0.0	0.0	0.00093	0.09223	0.0	0.12404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05056	0.0	0.0	0.0	0.0	0.0	0.0	0.33402	0.00613	0.0	0.0209	0.0	0.10024	0.45832	0.0	0.00196	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_sp_CLA_AA_H233	0.01475	0.05146	0.0	0.0	0.47342	0.0	0.0	0.00186	0.19516	0.09281	0.00882	2.09486	0.0	0.0	0.0	0.01825	0.0	0.0	0.02191	0.0	0.0	0.06647	0.2657	0.0	2.2706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00395	0.0	0.0	0.04314	0.58871	0.0	0.13118	5.84196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01019	0.0049	0.0	0.0	0.0	0.02453	0.12267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
